deputy_name,parti_ratt_financier,numero,date,type,sort,titre,nombre_votants,nombre_pours,nombre_contres,nombre_abstentions,position
pascale-boyer,Ensemble,49,2017-07-13,solennel,adopté,l'ensemble du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,324,270,50,4,pour
pascale-boyer,Ensemble,50,2017-07-18,ordinaire,rejeté,"la motion de renvoi en commission, déposée par M. Christian Jacob, du projet de loi de règlement du budget et d'approbation des comptes de l'année 2016 (première lecture).",232,54,173,5,contre
pascale-boyer,Ensemble,51,2017-07-18,ordinaire,rejeté,l'amendement n°7 de M. Coquerel après l'article 6 du projet de loi de règlement du budget et d'approbation des comptes de l'année 2016 (première lecture).,145,50,90,5,contre
pascale-boyer,Ensemble,60,2017-07-25,ordinaire,rejeté,l'amendement n° 314 de M. Roussel après l'article deux du projet de loi pour la confiance dans la vie publique (première lecture).,210,58,147,5,contre
pascale-boyer,Ensemble,61,2017-07-25,ordinaire,rejeté,l'amendement n° 315 de M. Roussel après l'article deux du projet de loi pour la confiance dans la vie publique (première lecture).,243,68,170,5,contre
pascale-boyer,Ensemble,62,2017-07-25,ordinaire,rejeté,l'amendement n° 316 de M. Roussel après l'article deux du projet de loi pour la confiance dans la vie publique (première lecture).,268,76,186,6,contre
pascale-boyer,Ensemble,63,2017-07-25,ordinaire,rejeté,l'amendement n° 174 de Mme Obono après l'article deux du projet de loi pour la confiance dans la vie publique (première lecture).,283,20,257,6,contre
pascale-boyer,Ensemble,64,2017-07-25,ordinaire,adopté,l'amendement n° 531 de Mme Rabault après l'article deux du projet de loi pour la confiance dans la vie publique (première lecture).,294,273,14,7,pour
pascale-boyer,Ensemble,65,2017-07-25,ordinaire,rejeté,l'amendement n° 159 de Mme Obono à l'article 2 bis A du projet de loi pour la confiance dans la vie publique (première lecture).,279,80,182,17,contre
pascale-boyer,Ensemble,66,2017-07-25,ordinaire,rejeté,l'amendement n° 80 de M. Marleix et les amendements identiques suivants à l'article 2 bis A du projet de loi pour la confiance dans la vie publique (première lecture).,277,88,183,6,contre
pascale-boyer,Ensemble,67,2017-07-25,ordinaire,rejeté,l'amendement n° 81 de M. Marleix et les amendements identiques suivants à l'article 2 bis du projet de loi pour la confiance dans la vie publique (première lecture).,263,86,172,5,contre
pascale-boyer,Ensemble,68,2017-07-25,ordinaire,rejeté,l'amendement n° 140 de Mme Batho et les amendements identiques suivants avant l'article 2 ter B du projet de loi pour la confiance dans la vie publique (première lecture).,214,59,152,3,contre
pascale-boyer,Ensemble,69,2017-07-25,ordinaire,rejeté,l'amendement n° 70 de M. Marleix et les amendements identiques suivants à l'article 2 ter B du projet de loi pour la confiance dans la vie publique (première lecture).,200,63,131,6,contre
pascale-boyer,Ensemble,76,2017-07-26,ordinaire,rejeté,l'amendement n° 269 de M. Roussel et les amendements identiques suivants à l'article 3 ter du projet de loi pour la confiance dans la vie publique (première lecture).,161,40,111,10,contre
pascale-boyer,Ensemble,78,2017-07-27,ordinaire,rejeté,l'amendement n° 247 de M. Gosselin à l'article 6 du projet de loi pour la confiance dans la vie publique (première lecture).,183,64,106,13,contre
pascale-boyer,Ensemble,79,2017-07-27,ordinaire,adopté,l'amendement n° 34 de M. Reitzer à l'article 6 du projet de loi pour la confiance dans la vie publique (première lecture).,192,111,69,12,pour
pascale-boyer,Ensemble,80,2017-07-27,ordinaire,rejeté,l'amendement n° 249 de M. Gosselin à l'article 7 du projet de loi pour la confiance dans la vie publique (première lecture).,235,46,184,5,contre
pascale-boyer,Ensemble,81,2017-07-27,ordinaire,rejeté,l'amendement n° 22 de M. Breton et les amendements identiques suivants à l'article 7 ter B du projet de loi pour la confiance dans la vie publique (première lecture).,199,78,120,1,contre
pascale-boyer,Ensemble,82,2017-07-27,ordinaire,rejeté,l'amendement n° 311 de M. Roussel à l'article 10 du projet de loi pour la confiance dans la vie publique (première lecture).,239,69,149,21,contre
pascale-boyer,Ensemble,83,2017-07-27,ordinaire,adopté,l'amendement n° 462 de Mme Braun-Pivet à l'article 10 du projet de loi pour la confiance dans la vie publique (première lecture).,234,184,25,25,contre
pascale-boyer,Ensemble,84,2017-07-27,ordinaire,rejeté,l'amendement n°18 (rect.) de Mme Poletti après l'article 14 du projet de loi pour la confiance dans la vie publique (première lecture).,217,77,138,2,abstention
pascale-boyer,Ensemble,85,2017-07-28,ordinaire,rejeté,l'amendement n° 129 de M. Abad et les amendements identiques suivants à l'article 15 du projet de loi pour la confiance dans la vie publique (première lecture).,166,61,103,2,contre
pascale-boyer,Ensemble,86,2017-07-28,ordinaire,rejeté,l'amendement n° 196 de Mme Obono après l'article 15 du projet de loi pour la confiance dans la vie publique (première lecture).,132,15,116,1,contre
pascale-boyer,Ensemble,87,2017-07-28,ordinaire,rejeté,l'amendement n° 313 de M. Roussel après l'article 15 du projet de loi pour la confiance dans la vie publique (première lecture).,129,15,113,1,contre
pascale-boyer,Ensemble,88,2017-07-28,ordinaire,rejeté,l'amendement n° 292 de M. Roussel après l'article 15 du projet de loi pour la confiance dans la vie publique (première lecture).,146,24,118,4,contre
pascale-boyer,Ensemble,89,2017-07-28,ordinaire,rejeté,l'amendement n° 295 de M. Roussel après l'article 15 du projet de loi pour la confiance dans la vie publique (première lecture).,153,37,105,11,contre
pascale-boyer,Ensemble,90,2017-07-28,ordinaire,rejeté,l'amendement n° 296 de M. Roussel après l'article 15 du projet de loi pour la confiance dans la vie publique (première lecture).,150,35,102,13,contre
pascale-boyer,Ensemble,91,2017-07-28,ordinaire,rejeté,l'amendement n° 199 de M. Bernalicis après l'article 15 du projet de loi pour la confiance dans la vie publique (première lecture).,153,17,123,13,contre
alexis-corbiere,La France Insoumise,1,2017-07-04,solennel,adopté,"la declaration de politique generale du Gouvernement de M. Edouard Philippe (application de l'article 49, alinea premier, de la Constitution).",566,370,67,129,contre
alexis-corbiere,La France Insoumise,2,2017-07-06,ordinaire,adopté,l'ensemble du projet de loi prorogeant l'application de la loi n? 55-385 du 3 avril 1955 relative a l'etat d'urgence (premiere lecture).,150,137,13,0,contre
alexis-corbiere,La France Insoumise,4,2017-07-10,ordinaire,rejeté,l'amendement n? 13 de M. Gilbert Collard et les amendements identiques suivants a l'article premier du projet de loi d'habilitation a prendre par ordonnances les mesures pour le renforcement du dialogue social (premiere lecture).,202,28,174,0,pour
alexis-corbiere,La France Insoumise,5,2017-07-10,ordinaire,rejeté,l'amendement n° 132 de M. Prud'homme et les amendements identiques suivants à l'article premier du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,182,30,150,2,pour
alexis-corbiere,La France Insoumise,6,2017-07-10,ordinaire,rejeté,l'amendement n° 440 de M. Vallaud à l'article premier du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,160,22,138,0,pour
alexis-corbiere,La France Insoumise,8,2017-07-10,ordinaire,rejeté,l'amendement n° 120 de M. Quatennens et les amendements identiques suivants à l'article premier du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,154,23,130,1,pour
alexis-corbiere,La France Insoumise,9,2017-07-11,ordinaire,rejeté,l'amendement n° 119 de M. Quatennens et les amendements identiques suivants à l'article premier du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,258,30,223,5,pour
alexis-corbiere,La France Insoumise,10,2017-07-11,ordinaire,rejeté,l'amendement n° 446 de M. Vallaud à l'article premier du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,227,26,200,1,pour
alexis-corbiere,La France Insoumise,11,2017-07-11,ordinaire,rejeté,l'amendement n° 118 de M. Quatennens et les amendements identiques suivants à l'article premier du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,235,29,200,6,pour
alexis-corbiere,La France Insoumise,12,2017-07-11,ordinaire,rejeté,l'amendement n° 439 de M. Vallaud à l'article premier du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,229,28,194,7,pour
alexis-corbiere,La France Insoumise,13,2017-07-11,ordinaire,rejeté,l'amendement n° 116 de M. Quatennens et les amendements identiques suivants à l'article premier du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,205,51,142,12,pour
alexis-corbiere,La France Insoumise,14,2017-07-11,ordinaire,adopté,l'article premier du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,196,143,51,2,contre
alexis-corbiere,La France Insoumise,15,2017-07-11,ordinaire,rejeté,l'amendement n° 128 de M. Prud'homme et les amendements identiques suivants à l'article 2 du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,161,31,124,6,pour
alexis-corbiere,La France Insoumise,16,2017-07-11,ordinaire,rejeté,l'amendement n° 463 de M. Vallaud à l'article 2 du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,151,24,119,8,pour
alexis-corbiere,La France Insoumise,17,2017-07-11,ordinaire,rejeté,l'amendement n° XXX de M. XXX à l'article 2 du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,151,24,121,6,pour
alexis-corbiere,La France Insoumise,18,2017-07-11,ordinaire,rejeté,l'amendement n° 369 de M. Dharréville à l'article 2 du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,242,27,212,3,pour
alexis-corbiere,La France Insoumise,19,2017-07-11,ordinaire,rejeté,l'amendement n° 179 de M. Prudhomme et l'amendement identique n°304 de M. Pajot à l'article 2 du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,238,26,209,3,pour
alexis-corbiere,La France Insoumise,20,2017-07-11,ordinaire,rejeté,l'amendement n° 112 de M. Quatennens à l'article 2 du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,208,23,180,5,pour
alexis-corbiere,La France Insoumise,21,2017-07-11,ordinaire,rejeté,l'amendement n° 162 de M. Prudhomme et l'amendement identique n° 455 de M. Vallaud à l'article 2 du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,192,24,165,3,pour
alexis-corbiere,La France Insoumise,28,2017-07-12,ordinaire,rejeté,l'amendement n° 160 de M. Prud'homme et les amendements identiques suivants à l'article 3 du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,166,24,140,2,pour
alexis-corbiere,La France Insoumise,29,2017-07-12,ordinaire,rejeté,l'amendement n° 156 de M. Prud'homme et les amendements identiques suivants à l'article 3 du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,177,22,155,0,pour
alexis-corbiere,La France Insoumise,30,2017-07-12,ordinaire,adopté,l'article 3 du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,176,155,21,0,contre
alexis-corbiere,La France Insoumise,31,2017-07-12,ordinaire,rejeté,l'amendement n° 318 de M. Dharréville après l'article 3 du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,121,20,100,1,pour
alexis-corbiere,La France Insoumise,32,2017-07-13,ordinaire,rejeté,l'amendement n° 327 de M. Dharréville après l'article 9 du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,133,30,101,2,pour
alexis-corbiere,La France Insoumise,33,2017-07-13,ordinaire,rejeté,l'amendement n° 215 de M. Quatennens après l'article 3 du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,92,21,69,2,pour
alexis-corbiere,La France Insoumise,34,2017-07-13,ordinaire,rejeté,l'amendement n° 335 de M. Dharréville après l'article 3 du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,90,19,70,1,pour
alexis-corbiere,La France Insoumise,35,2017-07-13,ordinaire,rejeté,l'amendement n° 330 de M. Dharréville après l'article 3 du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,146,18,123,5,pour
alexis-corbiere,La France Insoumise,36,2017-07-13,ordinaire,rejeté,l'amendement n° 475 de M. Vallaud après l'article 3 du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,141,22,115,4,pour
alexis-corbiere,La France Insoumise,37,2017-07-13,ordinaire,rejeté,l'amendement n° 148 de M. Lachaud et l'amendement identique suivant à l'article 4 du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,116,16,99,1,pour
alexis-corbiere,La France Insoumise,38,2017-07-13,ordinaire,adopté,l'article 4 du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,138,110,28,0,contre
alexis-corbiere,La France Insoumise,46,2017-07-13,ordinaire,adopté,l'article 7 du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,133,103,24,6,contre
alexis-corbiere,La France Insoumise,47,2017-07-13,ordinaire,rejeté,l'amendement n° 385 de M. Dharréville après l'article 7 du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,141,24,116,1,pour
alexis-corbiere,La France Insoumise,48,2017-07-13,ordinaire,rejeté,l'amendement n° 422 de M. Dharréville après l'article 8 du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,155,23,129,3,pour
alexis-corbiere,La France Insoumise,49,2017-07-13,solennel,adopté,l'ensemble du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,324,270,50,4,contre
alexis-corbiere,La France Insoumise,53,2017-07-24,solennel,rejeté,"la motion de rejet préalable, déposée par M. Jean-Luc Mélenchon, du projet de loi pour la confiance dans la vie publique (première lecture).",238,23,205,10,pour
alexis-corbiere,La France Insoumise,54,2017-07-24,solennel,rejeté,"la motion de rejet préalable, déposée par M. Jean-Luc Mélenchon, du projet de loi organique pour la confiance dans la vie publique (première lecture).",233,25,201,7,pour
alexis-corbiere,La France Insoumise,55,2017-07-24,solennel,rejeté,"la motion de renvoi en commission, déposée par M. Olivier Faure, du projet de loi pour la confiance dans la vie publique (première lecture).",227,71,156,0,pour
alexis-corbiere,La France Insoumise,56,2017-07-24,solennel,rejeté,"la motion de renvoi en commission, déposée par M. André Chassaigne, du projet de loi organique pour la confiance dans la vie publique (première lecture).",203,65,134,4,
alexis-corbiere,La France Insoumise,57,2017-07-25,ordinaire,rejeté,l'amendement n° 156 de Mme Obono à l'article premier ter du projet de loi pour la confiance dans la vie publique (première lecture).,295,48,236,11,pour
alexis-corbiere,La France Insoumise,58,2017-07-25,ordinaire,rejeté,l'amendement n° 307 de M. Roussel à l'article premier ter du projet de loi pour la confiance dans la vie publique (première lecture).,284,72,206,6,pour
alexis-corbiere,La France Insoumise,59,2017-07-25,ordinaire,rejeté,l'amendement n° 21 de M. Breton et les amendements identiques suivants à l'article premier ter du projet de loi pour la confiance dans la vie publique (première lecture).,301,133,153,15,pour
alexis-corbiere,La France Insoumise,76,2017-07-26,ordinaire,rejeté,l'amendement n° 269 de M. Roussel et les amendements identiques suivants à l'article 3 ter du projet de loi pour la confiance dans la vie publique (première lecture).,161,40,111,10,abstention
alexis-corbiere,La France Insoumise,78,2017-07-27,ordinaire,rejeté,l'amendement n° 247 de M. Gosselin à l'article 6 du projet de loi pour la confiance dans la vie publique (première lecture).,183,64,106,13,abstention
alexis-corbiere,La France Insoumise,79,2017-07-27,ordinaire,adopté,l'amendement n° 34 de M. Reitzer à l'article 6 du projet de loi pour la confiance dans la vie publique (première lecture).,192,111,69,12,abstention
alexis-corbiere,La France Insoumise,81,2017-07-27,ordinaire,rejeté,l'amendement n° 22 de M. Breton et les amendements identiques suivants à l'article 7 ter B du projet de loi pour la confiance dans la vie publique (première lecture).,199,78,120,1,pour
alexis-corbiere,La France Insoumise,82,2017-07-27,ordinaire,rejeté,l'amendement n° 311 de M. Roussel à l'article 10 du projet de loi pour la confiance dans la vie publique (première lecture).,239,69,149,21,pour
alexis-corbiere,La France Insoumise,83,2017-07-27,ordinaire,adopté,l'amendement n° 462 de Mme Braun-Pivet à l'article 10 du projet de loi pour la confiance dans la vie publique (première lecture).,234,184,25,25,abstention
alexis-corbiere,La France Insoumise,85,2017-07-28,ordinaire,rejeté,l'amendement n° 129 de M. Abad et les amendements identiques suivants à l'article 15 du projet de loi pour la confiance dans la vie publique (première lecture).,166,61,103,2,pour
alexis-corbiere,La France Insoumise,86,2017-07-28,ordinaire,rejeté,l'amendement n° 196 de Mme Obono après l'article 15 du projet de loi pour la confiance dans la vie publique (première lecture).,132,15,116,1,pour
alexis-corbiere,La France Insoumise,87,2017-07-28,ordinaire,rejeté,l'amendement n° 313 de M. Roussel après l'article 15 du projet de loi pour la confiance dans la vie publique (première lecture).,129,15,113,1,pour
alexis-corbiere,La France Insoumise,92,2017-07-28,ordinaire,rejeté,l'amendement de suppression n° 2 de Mme Ménard et les amendements identiques suivants à l'article 9 du projet de loi organique pour la confiance dans la vie publique (première lecture).,172,42,114,16,contre
alexis-corbiere,La France Insoumise,93,2017-07-28,ordinaire,rejeté,l'amendement n° 276 de M. Faure et les amendements identiques suivants à l'article 9 du projet de loi organique pour la confiance dans la vie publique (première lecture).,162,51,98,13,abstention
alexis-corbiere,La France Insoumise,94,2017-07-28,ordinaire,adopté,l'article 9 du projet de loi organique pour la confiance dans la vie publique (première lecture).,184,112,45,27,abstention
alexis-corbiere,La France Insoumise,95,2017-07-28,ordinaire,rejeté,l'amendement n° 7 rectifié de M. Breton après l'article premier ter du projet de loi organique pour la confiance dans la vie publique (première lecture).,169,59,103,7,pour
alexis-corbiere,La France Insoumise,96,2017-07-28,ordinaire,rejeté,l'amendement n° 108 de M. Bernalicis à l'article 4 du projet de loi organique pour la confiance dans la vie publique (première lecture).,157,22,128,7,pour
alexis-corbiere,La France Insoumise,97,2017-07-28,ordinaire,rejeté,l'amendement n° 109 de Mme Obono à l'article 5 du projet de loi organique pour la confiance dans la vie publique (première lecture).,140,25,105,10,pour
alexis-corbiere,La France Insoumise,98,2017-07-28,ordinaire,rejeté,l'amendement n° 29 de Mme Batho à l'article 5 du projet de loi organique pour la confiance dans la vie publique (première lecture).,152,37,109,6,pour
alexis-corbiere,La France Insoumise,99,2017-07-28,ordinaire,rejeté,l'amendement n° 247 de Mme Untermaier et les amendements identiques suivants à l'article 5 du projet de loi organique pour la confiance dans la vie publique (première lecture).,139,40,95,4,pour
alexis-corbiere,La France Insoumise,100,2017-07-28,ordinaire,rejeté,l'amendement n° 223 de M. Aviragnet à l'article 5 du projet de loi organique pour la confiance dans la vie publique (première lecture).,139,46,74,19,pour
meyer-habib,Les Républicains,1,2017-07-04,solennel,adopté,"la declaration de politique generale du Gouvernement de M. Edouard Philippe (application de l'article 49, alinea premier, de la Constitution).",566,370,67,129,abstention
meyer-habib,Les Républicains,2,2017-07-06,ordinaire,adopté,l'ensemble du projet de loi prorogeant l'application de la loi n? 55-385 du 3 avril 1955 relative a l'etat d'urgence (premiere lecture).,150,137,13,0,pour
meyer-habib,Les Républicains,52,2017-07-19,ordinaire,rejeté,l'amendement n° 1 de M. Door et l'amendement identique suivant après l'article 2 du projet de loi ratifiant l'ordonnance n° 2017-48 du 19 janvier 2017 relative à la profession de physicien médical et l'ordonnance n° 2017-50 du 19 janvier 2017 relative à la reconnaissance des qualifications professionnelles dans le domaine de la santé (première lecture).,112,31,79,2,pour
meyer-habib,Les Républicains,55,2017-07-24,solennel,rejeté,"la motion de renvoi en commission, déposée par M. Olivier Faure, du projet de loi pour la confiance dans la vie publique (première lecture).",227,71,156,0,pour
meyer-habib,Les Républicains,80,2017-07-27,ordinaire,rejeté,l'amendement n° 249 de M. Gosselin à l'article 7 du projet de loi pour la confiance dans la vie publique (première lecture).,235,46,184,5,pour
meyer-habib,Les Républicains,92,2017-07-28,ordinaire,rejeté,l'amendement de suppression n° 2 de Mme Ménard et les amendements identiques suivants à l'article 9 du projet de loi organique pour la confiance dans la vie publique (première lecture).,172,42,114,16,pour
meyer-habib,Les Républicains,93,2017-07-28,ordinaire,rejeté,l'amendement n° 276 de M. Faure et les amendements identiques suivants à l'article 9 du projet de loi organique pour la confiance dans la vie publique (première lecture).,162,51,98,13,pour
meyer-habib,Les Républicains,94,2017-07-28,ordinaire,adopté,l'article 9 du projet de loi organique pour la confiance dans la vie publique (première lecture).,184,112,45,27,contre
emmanuelle-anthoine,Les Républicains,1,2017-07-04,solennel,adopté,"la declaration de politique generale du Gouvernement de M. Edouard Philippe (application de l'article 49, alinea premier, de la Constitution).",566,370,67,129,contre
emmanuelle-anthoine,Les Républicains,3,2017-07-10,ordinaire,rejeté,"la motion de renvoi en commission, deposee par M. Olivier Faure, du projet de loi d'habilitation a prendre par ordonnances les mesures pour le renforcement du dialogue social (premiere lecture).",225,39,186,0,contre
emmanuelle-anthoine,Les Républicains,4,2017-07-10,ordinaire,rejeté,l'amendement n? 13 de M. Gilbert Collard et les amendements identiques suivants a l'article premier du projet de loi d'habilitation a prendre par ordonnances les mesures pour le renforcement du dialogue social (premiere lecture).,202,28,174,0,
emmanuelle-anthoine,Les Républicains,5,2017-07-10,ordinaire,rejeté,l'amendement n° 132 de M. Prud'homme et les amendements identiques suivants à l'article premier du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,182,30,150,2,contre
emmanuelle-anthoine,Les Républicains,6,2017-07-10,ordinaire,rejeté,l'amendement n° 440 de M. Vallaud à l'article premier du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,160,22,138,0,contre
emmanuelle-anthoine,Les Républicains,7,2017-07-10,ordinaire,rejeté,l'amendement n° 441 de M. Vallaud à l'article premier du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,170,26,144,0,contre
emmanuelle-anthoine,Les Républicains,9,2017-07-11,ordinaire,rejeté,l'amendement n° 119 de M. Quatennens et les amendements identiques suivants à l'article premier du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,258,30,223,5,contre
emmanuelle-anthoine,Les Républicains,10,2017-07-11,ordinaire,rejeté,l'amendement n° 446 de M. Vallaud à l'article premier du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,227,26,200,1,contre
emmanuelle-anthoine,Les Républicains,11,2017-07-11,ordinaire,rejeté,l'amendement n° 118 de M. Quatennens et les amendements identiques suivants à l'article premier du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,235,29,200,6,abstention
emmanuelle-anthoine,Les Républicains,12,2017-07-11,ordinaire,rejeté,l'amendement n° 439 de M. Vallaud à l'article premier du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,229,28,194,7,abstention
emmanuelle-anthoine,Les Républicains,13,2017-07-11,ordinaire,rejeté,l'amendement n° 116 de M. Quatennens et les amendements identiques suivants à l'article premier du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,205,51,142,12,pour
emmanuelle-anthoine,Les Républicains,14,2017-07-11,ordinaire,adopté,l'article premier du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,196,143,51,2,pour
emmanuelle-anthoine,Les Républicains,15,2017-07-11,ordinaire,rejeté,l'amendement n° 128 de M. Prud'homme et les amendements identiques suivants à l'article 2 du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,161,31,124,6,pour
emmanuelle-anthoine,Les Républicains,16,2017-07-11,ordinaire,rejeté,l'amendement n° 463 de M. Vallaud à l'article 2 du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,151,24,119,8,abstention
emmanuelle-anthoine,Les Républicains,17,2017-07-11,ordinaire,rejeté,l'amendement n° XXX de M. XXX à l'article 2 du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,151,24,121,6,contre
emmanuelle-anthoine,Les Républicains,21,2017-07-11,ordinaire,rejeté,l'amendement n° 162 de M. Prudhomme et l'amendement identique n° 455 de M. Vallaud à l'article 2 du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,192,24,165,3,contre
emmanuelle-anthoine,Les Républicains,23,2017-07-11,ordinaire,adopté,l'article 2 du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,209,169,37,3,pour
emmanuelle-anthoine,Les Républicains,24,2017-07-11,ordinaire,rejeté,l'amendement n° 451 de M. Vallaud après l'article 2 du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,124,19,105,0,pour
emmanuelle-anthoine,Les Républicains,25,2017-07-11,ordinaire,rejeté,l'amendement n° 454 de M. Vallaud après l'article 2 du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,147,22,125,0,contre
emmanuelle-anthoine,Les Républicains,26,2017-07-12,ordinaire,rejeté,l'amendement n° 154 de M. Lachaud et les amendements identiques suivants à l'article 3 du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,116,12,102,2,contre
emmanuelle-anthoine,Les Républicains,27,2017-07-12,ordinaire,rejeté,l'amendement n° 155 de M. Lachaud et les amendements identiques suivants à l'article 3 du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,118,12,97,9,contre
emmanuelle-anthoine,Les Républicains,28,2017-07-12,ordinaire,rejeté,l'amendement n° 160 de M. Prud'homme et les amendements identiques suivants à l'article 3 du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,166,24,140,2,contre
emmanuelle-anthoine,Les Républicains,32,2017-07-13,ordinaire,rejeté,l'amendement n° 327 de M. Dharréville après l'article 9 du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,133,30,101,2,contre
emmanuelle-anthoine,Les Républicains,33,2017-07-13,ordinaire,rejeté,l'amendement n° 215 de M. Quatennens après l'article 3 du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,92,21,69,2,contre
emmanuelle-anthoine,Les Républicains,34,2017-07-13,ordinaire,rejeté,l'amendement n° 335 de M. Dharréville après l'article 3 du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,90,19,70,1,contre
emmanuelle-anthoine,Les Républicains,36,2017-07-13,ordinaire,rejeté,l'amendement n° 475 de M. Vallaud après l'article 3 du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,141,22,115,4,contre
emmanuelle-anthoine,Les Républicains,37,2017-07-13,ordinaire,rejeté,l'amendement n° 148 de M. Lachaud et l'amendement identique suivant à l'article 4 du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,116,16,99,1,contre
emmanuelle-anthoine,Les Républicains,38,2017-07-13,ordinaire,adopté,l'article 4 du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,138,110,28,0,pour
emmanuelle-anthoine,Les Républicains,39,2017-07-13,ordinaire,rejeté,l'amendement n° 234 de M. Quatennens et les amendements identiques suivants à l'article 5 du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,124,20,104,0,contre
