deputy_name,parti_ratt_financier,numero,date,type,sort,titre,nombre_votants,nombre_pours,nombre_contres,nombre_abstentions,position
xavier-breton,Les Républicains,99,2017-07-28,ordinaire,rejeté,l'amendement n° 247 de Mme Untermaier et les amendements identiques suivants à l'article 5 du projet de loi organique pour la confiance dans la vie publique (première lecture).,139,40,95,4,pour
xavier-breton,Les Républicains,100,2017-07-28,ordinaire,rejeté,l'amendement n° 223 de M. Aviragnet à l'article 5 du projet de loi organique pour la confiance dans la vie publique (première lecture).,139,46,74,19,pour
remy-rebeyrotte,Ensemble,1,2017-07-04,solennel,adopté,"la declaration de politique generale du Gouvernement de M. Edouard Philippe (application de l'article 49, alinea premier, de la Constitution).",566,370,67,129,pour
remy-rebeyrotte,Ensemble,2,2017-07-06,ordinaire,adopté,l'ensemble du projet de loi prorogeant l'application de la loi n? 55-385 du 3 avril 1955 relative a l'etat d'urgence (premiere lecture).,150,137,13,0,pour
remy-rebeyrotte,Ensemble,28,2017-07-12,ordinaire,rejeté,l'amendement n° 160 de M. Prud'homme et les amendements identiques suivants à l'article 3 du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,166,24,140,2,contre
remy-rebeyrotte,Ensemble,29,2017-07-12,ordinaire,rejeté,l'amendement n° 156 de M. Prud'homme et les amendements identiques suivants à l'article 3 du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,177,22,155,0,contre
remy-rebeyrotte,Ensemble,30,2017-07-12,ordinaire,adopté,l'article 3 du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,176,155,21,0,pour
remy-rebeyrotte,Ensemble,31,2017-07-12,ordinaire,rejeté,l'amendement n° 318 de M. Dharréville après l'article 3 du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,121,20,100,1,contre
remy-rebeyrotte,Ensemble,34,2017-07-13,ordinaire,rejeté,l'amendement n° 335 de M. Dharréville après l'article 3 du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,90,19,70,1,contre
remy-rebeyrotte,Ensemble,35,2017-07-13,ordinaire,rejeté,l'amendement n° 330 de M. Dharréville après l'article 3 du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,146,18,123,5,contre
remy-rebeyrotte,Ensemble,36,2017-07-13,ordinaire,rejeté,l'amendement n° 475 de M. Vallaud après l'article 3 du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,141,22,115,4,contre
remy-rebeyrotte,Ensemble,49,2017-07-13,solennel,adopté,l'ensemble du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,324,270,50,4,pour
remy-rebeyrotte,Ensemble,53,2017-07-24,solennel,rejeté,"la motion de rejet préalable, déposée par M. Jean-Luc Mélenchon, du projet de loi pour la confiance dans la vie publique (première lecture).",238,23,205,10,contre
remy-rebeyrotte,Ensemble,54,2017-07-24,solennel,rejeté,"la motion de rejet préalable, déposée par M. Jean-Luc Mélenchon, du projet de loi organique pour la confiance dans la vie publique (première lecture).",233,25,201,7,contre
remy-rebeyrotte,Ensemble,55,2017-07-24,solennel,rejeté,"la motion de renvoi en commission, déposée par M. Olivier Faure, du projet de loi pour la confiance dans la vie publique (première lecture).",227,71,156,0,contre
remy-rebeyrotte,Ensemble,56,2017-07-24,solennel,rejeté,"la motion de renvoi en commission, déposée par M. André Chassaigne, du projet de loi organique pour la confiance dans la vie publique (première lecture).",203,65,134,4,contre
remy-rebeyrotte,Ensemble,57,2017-07-25,ordinaire,rejeté,l'amendement n° 156 de Mme Obono à l'article premier ter du projet de loi pour la confiance dans la vie publique (première lecture).,295,48,236,11,contre
remy-rebeyrotte,Ensemble,59,2017-07-25,ordinaire,rejeté,l'amendement n° 21 de M. Breton et les amendements identiques suivants à l'article premier ter du projet de loi pour la confiance dans la vie publique (première lecture).,301,133,153,15,contre
remy-rebeyrotte,Ensemble,61,2017-07-25,ordinaire,rejeté,l'amendement n° 315 de M. Roussel après l'article deux du projet de loi pour la confiance dans la vie publique (première lecture).,243,68,170,5,contre
remy-rebeyrotte,Ensemble,62,2017-07-25,ordinaire,rejeté,l'amendement n° 316 de M. Roussel après l'article deux du projet de loi pour la confiance dans la vie publique (première lecture).,268,76,186,6,contre
remy-rebeyrotte,Ensemble,63,2017-07-25,ordinaire,rejeté,l'amendement n° 174 de Mme Obono après l'article deux du projet de loi pour la confiance dans la vie publique (première lecture).,283,20,257,6,contre
remy-rebeyrotte,Ensemble,64,2017-07-25,ordinaire,adopté,l'amendement n° 531 de Mme Rabault après l'article deux du projet de loi pour la confiance dans la vie publique (première lecture).,294,273,14,7,pour
remy-rebeyrotte,Ensemble,65,2017-07-25,ordinaire,rejeté,l'amendement n° 159 de Mme Obono à l'article 2 bis A du projet de loi pour la confiance dans la vie publique (première lecture).,279,80,182,17,contre
remy-rebeyrotte,Ensemble,66,2017-07-25,ordinaire,rejeté,l'amendement n° 80 de M. Marleix et les amendements identiques suivants à l'article 2 bis A du projet de loi pour la confiance dans la vie publique (première lecture).,277,88,183,6,contre
remy-rebeyrotte,Ensemble,67,2017-07-25,ordinaire,rejeté,l'amendement n° 81 de M. Marleix et les amendements identiques suivants à l'article 2 bis du projet de loi pour la confiance dans la vie publique (première lecture).,263,86,172,5,contre
remy-rebeyrotte,Ensemble,68,2017-07-25,ordinaire,rejeté,l'amendement n° 140 de Mme Batho et les amendements identiques suivants avant l'article 2 ter B du projet de loi pour la confiance dans la vie publique (première lecture).,214,59,152,3,contre
remy-rebeyrotte,Ensemble,69,2017-07-25,ordinaire,rejeté,l'amendement n° 70 de M. Marleix et les amendements identiques suivants à l'article 2 ter B du projet de loi pour la confiance dans la vie publique (première lecture).,200,63,131,6,contre
remy-rebeyrotte,Ensemble,70,2017-07-26,ordinaire,rejeté,l'amendement n° 166 de M. Bernalicis et l'amendement identique suivant à l'article 2 ter C du projet de loi pour la confiance dans la vie publique (première lecture).,198,23,171,4,contre
remy-rebeyrotte,Ensemble,71,2017-07-26,ordinaire,rejeté,l'amendement n° 169 de M. Bernalicis et l'amendement identique suivant à l'article 2 ter D du projet de loi pour la confiance dans la vie publique (première lecture).,170,18,151,1,contre
remy-rebeyrotte,Ensemble,72,2017-07-26,ordinaire,rejeté,l'amendement n° 241 de M. Gosselin et l'amendement identique suivant à l'article 2 ter D du projet de loi pour la confiance dans la vie publique (première lecture).,178,46,130,2,contre
remy-rebeyrotte,Ensemble,73,2017-07-26,ordinaire,rejeté,l'amendement n° 380 de Mme Untermaier et les amendements identiques suivants à l'article 2 quater du projet de loi pour la confiance dans la vie publique (première lecture).,163,37,119,7,contre
remy-rebeyrotte,Ensemble,74,2017-07-26,ordinaire,rejeté,l'amendement n° 601 de M. Furst après l'article 2 quater du projet de loi pour la confiance dans la vie publique (première lecture).,209,52,144,13,contre
remy-rebeyrotte,Ensemble,75,2017-07-26,ordinaire,rejeté,l'amendement n° 627 de M. Abad avant l'article 3 du projet de loi pour la confiance dans la vie publique (première lecture).,222,64,141,17,contre
remy-rebeyrotte,Ensemble,76,2017-07-26,ordinaire,rejeté,l'amendement n° 269 de M. Roussel et les amendements identiques suivants à l'article 3 ter du projet de loi pour la confiance dans la vie publique (première lecture).,161,40,111,10,contre
remy-rebeyrotte,Ensemble,77,2017-07-27,ordinaire,rejeté,l'amendement n° 179 de M. Bernalicis après l'article 5 ter du projet de loi pour la confiance dans la vie publique (première lecture).,149,16,123,10,contre
remy-rebeyrotte,Ensemble,78,2017-07-27,ordinaire,rejeté,l'amendement n° 247 de M. Gosselin à l'article 6 du projet de loi pour la confiance dans la vie publique (première lecture).,183,64,106,13,contre
remy-rebeyrotte,Ensemble,79,2017-07-27,ordinaire,adopté,l'amendement n° 34 de M. Reitzer à l'article 6 du projet de loi pour la confiance dans la vie publique (première lecture).,192,111,69,12,contre
remy-rebeyrotte,Ensemble,81,2017-07-27,ordinaire,rejeté,l'amendement n° 22 de M. Breton et les amendements identiques suivants à l'article 7 ter B du projet de loi pour la confiance dans la vie publique (première lecture).,199,78,120,1,
remy-rebeyrotte,Ensemble,82,2017-07-27,ordinaire,rejeté,l'amendement n° 311 de M. Roussel à l'article 10 du projet de loi pour la confiance dans la vie publique (première lecture).,239,69,149,21,contre
remy-rebeyrotte,Ensemble,83,2017-07-27,ordinaire,adopté,l'amendement n° 462 de Mme Braun-Pivet à l'article 10 du projet de loi pour la confiance dans la vie publique (première lecture).,234,184,25,25,contre
remy-rebeyrotte,Ensemble,84,2017-07-27,ordinaire,rejeté,l'amendement n°18 (rect.) de Mme Poletti après l'article 14 du projet de loi pour la confiance dans la vie publique (première lecture).,217,77,138,2,contre
remy-rebeyrotte,Ensemble,94,2017-07-28,ordinaire,adopté,l'article 9 du projet de loi organique pour la confiance dans la vie publique (première lecture).,184,112,45,27,pour
remy-rebeyrotte,Ensemble,98,2017-07-28,ordinaire,rejeté,l'amendement n° 29 de Mme Batho à l'article 5 du projet de loi organique pour la confiance dans la vie publique (première lecture).,152,37,109,6,contre
remy-rebeyrotte,Ensemble,99,2017-07-28,ordinaire,rejeté,l'amendement n° 247 de Mme Untermaier et les amendements identiques suivants à l'article 5 du projet de loi organique pour la confiance dans la vie publique (première lecture).,139,40,95,4,contre
remy-rebeyrotte,Ensemble,100,2017-07-28,ordinaire,rejeté,l'amendement n° 223 de M. Aviragnet à l'article 5 du projet de loi organique pour la confiance dans la vie publique (première lecture).,139,46,74,19,contre
jean-carles-grelier,Ensemble,1,2017-07-04,solennel,adopté,"la declaration de politique generale du Gouvernement de M. Edouard Philippe (application de l'article 49, alinea premier, de la Constitution).",566,370,67,129,contre
jean-carles-grelier,Ensemble,9,2017-07-11,ordinaire,rejeté,l'amendement n° 119 de M. Quatennens et les amendements identiques suivants à l'article premier du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,258,30,223,5,contre
jean-carles-grelier,Ensemble,10,2017-07-11,ordinaire,rejeté,l'amendement n° 446 de M. Vallaud à l'article premier du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,227,26,200,1,contre
jean-carles-grelier,Ensemble,11,2017-07-11,ordinaire,rejeté,l'amendement n° 118 de M. Quatennens et les amendements identiques suivants à l'article premier du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,235,29,200,6,abstention
jean-carles-grelier,Ensemble,12,2017-07-11,ordinaire,rejeté,l'amendement n° 439 de M. Vallaud à l'article premier du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,229,28,194,7,abstention
jean-carles-grelier,Ensemble,14,2017-07-11,ordinaire,adopté,l'article premier du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,196,143,51,2,pour
jean-carles-grelier,Ensemble,15,2017-07-11,ordinaire,rejeté,l'amendement n° 128 de M. Prud'homme et les amendements identiques suivants à l'article 2 du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,161,31,124,6,pour
jean-carles-grelier,Ensemble,58,2017-07-25,ordinaire,rejeté,l'amendement n° 307 de M. Roussel à l'article premier ter du projet de loi pour la confiance dans la vie publique (première lecture).,284,72,206,6,pour
jean-carles-grelier,Ensemble,59,2017-07-25,ordinaire,rejeté,l'amendement n° 21 de M. Breton et les amendements identiques suivants à l'article premier ter du projet de loi pour la confiance dans la vie publique (première lecture).,301,133,153,15,pour
sophie-mette,Ensemble,1,2017-07-04,solennel,adopté,"la declaration de politique generale du Gouvernement de M. Edouard Philippe (application de l'article 49, alinea premier, de la Constitution).",566,370,67,129,pour
sophie-mette,Ensemble,10,2017-07-11,ordinaire,rejeté,l'amendement n° 446 de M. Vallaud à l'article premier du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,227,26,200,1,contre
sophie-mette,Ensemble,11,2017-07-11,ordinaire,rejeté,l'amendement n° 118 de M. Quatennens et les amendements identiques suivants à l'article premier du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,235,29,200,6,contre
sophie-mette,Ensemble,12,2017-07-11,ordinaire,rejeté,l'amendement n° 439 de M. Vallaud à l'article premier du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,229,28,194,7,contre
sophie-mette,Ensemble,13,2017-07-11,ordinaire,rejeté,l'amendement n° 116 de M. Quatennens et les amendements identiques suivants à l'article premier du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,205,51,142,12,contre
sophie-mette,Ensemble,14,2017-07-11,ordinaire,adopté,l'article premier du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,196,143,51,2,pour
sophie-mette,Ensemble,18,2017-07-11,ordinaire,rejeté,l'amendement n° 369 de M. Dharréville à l'article 2 du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,242,27,212,3,contre
sophie-mette,Ensemble,19,2017-07-11,ordinaire,rejeté,l'amendement n° 179 de M. Prudhomme et l'amendement identique n°304 de M. Pajot à l'article 2 du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,238,26,209,3,contre
sophie-mette,Ensemble,20,2017-07-11,ordinaire,rejeté,l'amendement n° 112 de M. Quatennens à l'article 2 du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,208,23,180,5,contre
sophie-mette,Ensemble,21,2017-07-11,ordinaire,rejeté,l'amendement n° 162 de M. Prudhomme et l'amendement identique n° 455 de M. Vallaud à l'article 2 du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,192,24,165,3,contre
sophie-mette,Ensemble,28,2017-07-12,ordinaire,rejeté,l'amendement n° 160 de M. Prud'homme et les amendements identiques suivants à l'article 3 du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,166,24,140,2,contre
sophie-mette,Ensemble,29,2017-07-12,ordinaire,rejeté,l'amendement n° 156 de M. Prud'homme et les amendements identiques suivants à l'article 3 du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,177,22,155,0,contre
sophie-mette,Ensemble,49,2017-07-13,solennel,adopté,l'ensemble du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,324,270,50,4,pour
sophie-mette,Ensemble,51,2017-07-18,ordinaire,rejeté,l'amendement n°7 de M. Coquerel après l'article 6 du projet de loi de règlement du budget et d'approbation des comptes de l'année 2016 (première lecture).,145,50,90,5,contre
sophie-mette,Ensemble,53,2017-07-24,solennel,rejeté,"la motion de rejet préalable, déposée par M. Jean-Luc Mélenchon, du projet de loi pour la confiance dans la vie publique (première lecture).",238,23,205,10,contre
sophie-mette,Ensemble,54,2017-07-24,solennel,rejeté,"la motion de rejet préalable, déposée par M. Jean-Luc Mélenchon, du projet de loi organique pour la confiance dans la vie publique (première lecture).",233,25,201,7,contre
sophie-mette,Ensemble,55,2017-07-24,solennel,rejeté,"la motion de renvoi en commission, déposée par M. Olivier Faure, du projet de loi pour la confiance dans la vie publique (première lecture).",227,71,156,0,contre
sophie-mette,Ensemble,56,2017-07-24,solennel,rejeté,"la motion de renvoi en commission, déposée par M. André Chassaigne, du projet de loi organique pour la confiance dans la vie publique (première lecture).",203,65,134,4,contre
sophie-mette,Ensemble,57,2017-07-25,ordinaire,rejeté,l'amendement n° 156 de Mme Obono à l'article premier ter du projet de loi pour la confiance dans la vie publique (première lecture).,295,48,236,11,contre
sophie-mette,Ensemble,59,2017-07-25,ordinaire,rejeté,l'amendement n° 21 de M. Breton et les amendements identiques suivants à l'article premier ter du projet de loi pour la confiance dans la vie publique (première lecture).,301,133,153,15,pour
sophie-mette,Ensemble,70,2017-07-26,ordinaire,rejeté,l'amendement n° 166 de M. Bernalicis et l'amendement identique suivant à l'article 2 ter C du projet de loi pour la confiance dans la vie publique (première lecture).,198,23,171,4,contre
sophie-mette,Ensemble,71,2017-07-26,ordinaire,rejeté,l'amendement n° 169 de M. Bernalicis et l'amendement identique suivant à l'article 2 ter D du projet de loi pour la confiance dans la vie publique (première lecture).,170,18,151,1,contre
sophie-mette,Ensemble,72,2017-07-26,ordinaire,rejeté,l'amendement n° 241 de M. Gosselin et l'amendement identique suivant à l'article 2 ter D du projet de loi pour la confiance dans la vie publique (première lecture).,178,46,130,2,contre
sophie-mette,Ensemble,74,2017-07-26,ordinaire,rejeté,l'amendement n° 601 de M. Furst après l'article 2 quater du projet de loi pour la confiance dans la vie publique (première lecture).,209,52,144,13,contre
sophie-mette,Ensemble,75,2017-07-26,ordinaire,rejeté,l'amendement n° 627 de M. Abad avant l'article 3 du projet de loi pour la confiance dans la vie publique (première lecture).,222,64,141,17,contre
sophie-mette,Ensemble,76,2017-07-26,ordinaire,rejeté,l'amendement n° 269 de M. Roussel et les amendements identiques suivants à l'article 3 ter du projet de loi pour la confiance dans la vie publique (première lecture).,161,40,111,10,pour
sophie-mette,Ensemble,78,2017-07-27,ordinaire,rejeté,l'amendement n° 247 de M. Gosselin à l'article 6 du projet de loi pour la confiance dans la vie publique (première lecture).,183,64,106,13,pour
sophie-mette,Ensemble,79,2017-07-27,ordinaire,adopté,l'amendement n° 34 de M. Reitzer à l'article 6 du projet de loi pour la confiance dans la vie publique (première lecture).,192,111,69,12,pour
sophie-mette,Ensemble,80,2017-07-27,ordinaire,rejeté,l'amendement n° 249 de M. Gosselin à l'article 7 du projet de loi pour la confiance dans la vie publique (première lecture).,235,46,184,5,contre
sophie-mette,Ensemble,81,2017-07-27,ordinaire,rejeté,l'amendement n° 22 de M. Breton et les amendements identiques suivants à l'article 7 ter B du projet de loi pour la confiance dans la vie publique (première lecture).,199,78,120,1,pour
sophie-mette,Ensemble,82,2017-07-27,ordinaire,rejeté,l'amendement n° 311 de M. Roussel à l'article 10 du projet de loi pour la confiance dans la vie publique (première lecture).,239,69,149,21,pour
sophie-mette,Ensemble,83,2017-07-27,ordinaire,adopté,l'amendement n° 462 de Mme Braun-Pivet à l'article 10 du projet de loi pour la confiance dans la vie publique (première lecture).,234,184,25,25,pour
sophie-mette,Ensemble,84,2017-07-27,ordinaire,rejeté,l'amendement n°18 (rect.) de Mme Poletti après l'article 14 du projet de loi pour la confiance dans la vie publique (première lecture).,217,77,138,2,contre
sophie-mette,Ensemble,85,2017-07-28,ordinaire,rejeté,l'amendement n° 129 de M. Abad et les amendements identiques suivants à l'article 15 du projet de loi pour la confiance dans la vie publique (première lecture).,166,61,103,2,contre
sophie-mette,Ensemble,89,2017-07-28,ordinaire,rejeté,l'amendement n° 295 de M. Roussel après l'article 15 du projet de loi pour la confiance dans la vie publique (première lecture).,153,37,105,11,contre
sophie-mette,Ensemble,90,2017-07-28,ordinaire,rejeté,l'amendement n° 296 de M. Roussel après l'article 15 du projet de loi pour la confiance dans la vie publique (première lecture).,150,35,102,13,contre
sophie-mette,Ensemble,91,2017-07-28,ordinaire,rejeté,l'amendement n° 199 de M. Bernalicis après l'article 15 du projet de loi pour la confiance dans la vie publique (première lecture).,153,17,123,13,contre
sophie-mette,Ensemble,92,2017-07-28,ordinaire,rejeté,l'amendement de suppression n° 2 de Mme Ménard et les amendements identiques suivants à l'article 9 du projet de loi organique pour la confiance dans la vie publique (première lecture).,172,42,114,16,contre
sophie-mette,Ensemble,93,2017-07-28,ordinaire,rejeté,l'amendement n° 276 de M. Faure et les amendements identiques suivants à l'article 9 du projet de loi organique pour la confiance dans la vie publique (première lecture).,162,51,98,13,contre
sophie-mette,Ensemble,94,2017-07-28,ordinaire,adopté,l'article 9 du projet de loi organique pour la confiance dans la vie publique (première lecture).,184,112,45,27,pour
sophie-mette,Ensemble,95,2017-07-28,ordinaire,rejeté,l'amendement n° 7 rectifié de M. Breton après l'article premier ter du projet de loi organique pour la confiance dans la vie publique (première lecture).,169,59,103,7,
sophie-mette,Ensemble,96,2017-07-28,ordinaire,rejeté,l'amendement n° 108 de M. Bernalicis à l'article 4 du projet de loi organique pour la confiance dans la vie publique (première lecture).,157,22,128,7,contre
sophie-mette,Ensemble,97,2017-07-28,ordinaire,rejeté,l'amendement n° 109 de Mme Obono à l'article 5 du projet de loi organique pour la confiance dans la vie publique (première lecture).,140,25,105,10,contre
sophie-mette,Ensemble,98,2017-07-28,ordinaire,rejeté,l'amendement n° 29 de Mme Batho à l'article 5 du projet de loi organique pour la confiance dans la vie publique (première lecture).,152,37,109,6,contre
sophie-mette,Ensemble,99,2017-07-28,ordinaire,rejeté,l'amendement n° 247 de Mme Untermaier et les amendements identiques suivants à l'article 5 du projet de loi organique pour la confiance dans la vie publique (première lecture).,139,40,95,4,contre
sophie-mette,Ensemble,100,2017-07-28,ordinaire,rejeté,l'amendement n° 223 de M. Aviragnet à l'article 5 du projet de loi organique pour la confiance dans la vie publique (première lecture).,139,46,74,19,contre
xavier-batut,Ensemble,1,2017-07-04,solennel,adopté,"la declaration de politique generale du Gouvernement de M. Edouard Philippe (application de l'article 49, alinea premier, de la Constitution).",566,370,67,129,pour
xavier-batut,Ensemble,2,2017-07-06,ordinaire,adopté,l'ensemble du projet de loi prorogeant l'application de la loi n? 55-385 du 3 avril 1955 relative a l'etat d'urgence (premiere lecture).,150,137,13,0,pour
xavier-batut,Ensemble,3,2017-07-10,ordinaire,rejeté,"la motion de renvoi en commission, deposee par M. Olivier Faure, du projet de loi d'habilitation a prendre par ordonnances les mesures pour le renforcement du dialogue social (premiere lecture).",225,39,186,0,contre
xavier-batut,Ensemble,4,2017-07-10,ordinaire,rejeté,l'amendement n? 13 de M. Gilbert Collard et les amendements identiques suivants a l'article premier du projet de loi d'habilitation a prendre par ordonnances les mesures pour le renforcement du dialogue social (premiere lecture).,202,28,174,0,contre
xavier-batut,Ensemble,5,2017-07-10,ordinaire,rejeté,l'amendement n° 132 de M. Prud'homme et les amendements identiques suivants à l'article premier du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,182,30,150,2,contre
xavier-batut,Ensemble,6,2017-07-10,ordinaire,rejeté,l'amendement n° 440 de M. Vallaud à l'article premier du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,160,22,138,0,contre
xavier-batut,Ensemble,7,2017-07-10,ordinaire,rejeté,l'amendement n° 441 de M. Vallaud à l'article premier du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,170,26,144,0,contre
xavier-batut,Ensemble,8,2017-07-10,ordinaire,rejeté,l'amendement n° 120 de M. Quatennens et les amendements identiques suivants à l'article premier du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,154,23,130,1,contre
xavier-batut,Ensemble,9,2017-07-11,ordinaire,rejeté,l'amendement n° 119 de M. Quatennens et les amendements identiques suivants à l'article premier du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,258,30,223,5,contre
xavier-batut,Ensemble,10,2017-07-11,ordinaire,rejeté,l'amendement n° 446 de M. Vallaud à l'article premier du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,227,26,200,1,contre
xavier-batut,Ensemble,11,2017-07-11,ordinaire,rejeté,l'amendement n° 118 de M. Quatennens et les amendements identiques suivants à l'article premier du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,235,29,200,6,contre
xavier-batut,Ensemble,12,2017-07-11,ordinaire,rejeté,l'amendement n° 439 de M. Vallaud à l'article premier du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,229,28,194,7,contre
xavier-batut,Ensemble,13,2017-07-11,ordinaire,rejeté,l'amendement n° 116 de M. Quatennens et les amendements identiques suivants à l'article premier du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,205,51,142,12,contre
xavier-batut,Ensemble,14,2017-07-11,ordinaire,adopté,l'article premier du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,196,143,51,2,pour
xavier-batut,Ensemble,19,2017-07-11,ordinaire,rejeté,l'amendement n° 179 de M. Prudhomme et l'amendement identique n°304 de M. Pajot à l'article 2 du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,238,26,209,3,contre
xavier-batut,Ensemble,20,2017-07-11,ordinaire,rejeté,l'amendement n° 112 de M. Quatennens à l'article 2 du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,208,23,180,5,contre
xavier-batut,Ensemble,21,2017-07-11,ordinaire,rejeté,l'amendement n° 162 de M. Prudhomme et l'amendement identique n° 455 de M. Vallaud à l'article 2 du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,192,24,165,3,contre
xavier-batut,Ensemble,22,2017-07-11,ordinaire,rejeté,l'amendement n° 163 de M. Prudhomme à l'article 2 du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,176,22,153,1,contre
xavier-batut,Ensemble,23,2017-07-11,ordinaire,adopté,l'article 2 du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,209,169,37,3,contre
xavier-batut,Ensemble,28,2017-07-12,ordinaire,rejeté,l'amendement n° 160 de M. Prud'homme et les amendements identiques suivants à l'article 3 du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,166,24,140,2,contre
xavier-batut,Ensemble,29,2017-07-12,ordinaire,rejeté,l'amendement n° 156 de M. Prud'homme et les amendements identiques suivants à l'article 3 du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,177,22,155,0,contre
xavier-batut,Ensemble,30,2017-07-12,ordinaire,adopté,l'article 3 du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,176,155,21,0,pour
xavier-batut,Ensemble,31,2017-07-12,ordinaire,rejeté,l'amendement n° 318 de M. Dharréville après l'article 3 du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,121,20,100,1,contre
xavier-batut,Ensemble,32,2017-07-13,ordinaire,rejeté,l'amendement n° 327 de M. Dharréville après l'article 9 du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,133,30,101,2,contre
xavier-batut,Ensemble,33,2017-07-13,ordinaire,rejeté,l'amendement n° 215 de M. Quatennens après l'article 3 du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,92,21,69,2,contre
xavier-batut,Ensemble,34,2017-07-13,ordinaire,rejeté,l'amendement n° 335 de M. Dharréville après l'article 3 du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,90,19,70,1,contre
xavier-batut,Ensemble,36,2017-07-13,ordinaire,rejeté,l'amendement n° 475 de M. Vallaud après l'article 3 du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,141,22,115,4,contre
xavier-batut,Ensemble,37,2017-07-13,ordinaire,rejeté,l'amendement n° 148 de M. Lachaud et l'amendement identique suivant à l'article 4 du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).,116,16,99,1,contre
